gene_symbol,cortical plate,intermediate zone,marginal zone,subpial granular zone,subplate zone,subventricular zone,ventricular zone
ALDH1A1,6421,8945,6829,20714,10202,3964,5809
ALDH1A2,6850,3972,7235,20779,6973,6973,7098
ALDH1A3,5077,5211,14001,20710,5591,5593,6387
ALDH1B1,10062,15634,3596,3083,5733,20473,13021
ALDH1L1,4097,14024,2722,7587,8841,9865,20737
ALDH1L2,12397,7952,11882,13580,690,13207,12581
ALDH2,4280,18411,16873,9876,16,17066,14340
ALDH3A1,12515,11386,1895,1462,19501,9576,16213
ALDH3A2,7798,4398,5805,11062,1518,16283,19605
ALDH3B1,13018,4314,11464,11681,5822,13980,11155
ALDH3B2,11798,11392,6199,3851,6563,16181,15416
ALDH4A1,8689,9983,743,8491,3345,14576,20684
ALDH5A1,13876,14406,17979,3607,18788,1881,6580
ALDH6A1,1469,9076,1894,14096,4639,18832,19887
ALDH7A1,1471,14310,3089,14515,585,19058,19040
ALDH8A1,8890,13020,17599,3763,5643,14187,12724
ALDH9A1,1114,10620,3272,16364,1749,18139,18693
ALDOA,5182,18324,19239,8385,7805,11178,7719
ALDOB,2041,10928,5798,17843,9935,14096,12805
ALDOC,5232,12942,4576,1178,10128,19163,19237
ALG1,12510,7529,2734,8492,3209,16660,16407
ALG10,7996,119,10772,15183,6085,14157,17052
ALG10B,12332,41,9738,9466,9707,13976,17600
ALG11,7591,546,3378,19334,7562,14575,12923
ALG12,17543,10838,10206,347,19031,11367,9076
ALG13,7851,287,14872,16171,51,14812,18441
ALG14,5109,1163,7065,12181,1064,18798,20509
ALG1L,10799,6496,2139,5856,7049,18953,16426
ALG1L2,8973,9102,2612,12886,20078,8655,9660
ALG2,11926,1247,337,9492,8741,19306,17454
ALG3,12503,9542,1140,14224,17109,7445,10779
ALG5,3706,2033,2015,19647,5589,13310,16750
ALG6,11329,1439,3152,16923,20327,7216,6850
ALG8,1918,6756,2696,16240,1650,20263,17467
ALG9,12474,2289,19784,12312,1224,11689,10220
ALK,4278,13440,20099,18199,10060,3900,2652
ALKBH1,11484,1523,3008,3243,9392,17835,19961
ALKBH2,16730,10804,10316,14,13149,15242,13559
ALKBH3,13117,246,10844,11830,3878,12439,17379
ALKBH4,19412,4040,288,5386,17228,13127,13449
ALKBH5,13897,1905,7333,1239,15938,14688,16233
ALKBH6,16309,485,3138,8339,8998,17015,15053
ALKBH7,15388,15471,19132,3940,12308,4383,5632
ALKBH8,19881,10529,18108,5946,9986,5683,4332
ALLC,5853,4260,13222,20377,9362,4129,7279
ALMS1,4503,10166,18379,3129,3365,16074,17184
ALMS1P,6946,11897,18844,2019,5445,13725,15737
ALOX12,2481,14330,9316,14108,3555,16084,14927
ALOX12B,18052,12624,15273,3495,19134,5373,3073
ALOX12P2,17207,16474,12700,1935,20247,3612,4270
ALOX15,8529,13685,14659,1057,11969,15105,13364
ALOX15B,17528,6445,5061,9975,9168,10226,12491
ALOX5,875,12552,15647,17785,6296,13503,10633
ALOX5AP,169,14274,14517,19006,6974,11010,11627
ALOXE3,15627,15781,18070,4382,10966,7791,4602
ALPI,9485,939,13361,18852,4381,13348,7808
ALPK1,10014,18175,8541,5201,15118,19608,1059
ALPK2,4940,1428,17231,16194,2637,14816,13534
ALPK3,6747,20592,16316,12274,8270,8210,2764
ALPL,12590,14353,14431,6241,10620,8642,9556
ALPP,16348,14808,19374,4868,13598,4570,2958
ALPPL2,4466,12769,20615,16556,8368,7452,2037
ALS2,19523,9313,7432,4072,14614,6976,11163
ALS2CL,10860,20178,18098,8203,12316,9911,182
ALS2CR11,10302,9505,16335,19843,4387,335,7743
ALS2CR12,2415,20461,15333,16176,11581,7232,3403
ALS2CR8,3388,5414,7102,10992,6584,20051,15971
ALX1,4101,17052,20100,14896,7702,10137,2614
ALX3,1752,18108,14654,19921,9679,6773,3106
ALX4,2808,14401,20192,7747,7718,16476,7113
ALYREF,4956,2678,4556,12152,828,19694,20328
AMACR,18858,49,5902,7904,15239,11338,14731
AMBN,8071,2660,6812,6659,4929,13193,20741
AMBP,4714,20123,9216,10416,5888,17698,7009
AMBRA1,16336,16481,16040,10530,13643,329,5626
AMD1,13183,17320,16966,16269,16002,59,1093
AMDHD1,11923,16371,4085,9288,20302,1709,9424
AMDHD2,14496,1131,581,16104,7123,13700,15155
AMELX,17495,10234,4345,6729,20696,4057,5277
AMELY,20093,4161,10696,6005,15665,5075,9726
AMFR,11765,9821,15032,3991,13892,2311,16104
AMH,12767,16618,12972,11023,11374,11127,2312
AMHR2,18055,9978,8052,2315,16385,13575,7425
AMICA1,5653,10566,7438,20621,2471,7303,9019
AMIGO1,18816,16113,15152,756,8075,10295,9387
AMIGO2,16535,2421,17846,18980,4927,778,5757
AMIGO3,7757,16140,19170,3319,15023,13945,3959
AMMECR1,4396,933,5696,11479,4405,18777,20502
AMMECR1L,19026,14379,18315,9845,8179,3995,2302
AMN,11011,12280,18777,9589,15749,7056,2580
AMN1,18123,13978,16561,5796,19198,2763,1441
AMOT,9312,17608,20324,9672,8446,3737,4808
AMOTL1,2555,4305,9320,19482,1786,17428,11884
AMOTL2,7131,20239,15814,2741,3875,17558,8031
AMPD1,9574,19130,3553,13296,15190,9027,5830
AMPD2,18890,12539,18071,4364,18261,981,4087
AMPD3,286,12233,8279,19018,3983,13389,15602
AMPH,13470,15915,15413,4974,20509,2803,2307
AMT,7692,12886,1743,11201,1511,15261,19306
AMTN,17823,11867,8537,7541,20170,3618,3905
AMY1B,2714,10617,6804,16866,9223,12093,14617
AMY2A,3666,5564,4414,16668,9644,14698,15075
AMZ1,8377,17735,1892,1173,19984,12817,14064
AMZ2,17318,1737,8512,10393,17832,3181,11991
AMZ2P1,16830,3090,18109,9449,17553,975,7507
ANAPC1,12875,513,13745,5791,8208,13515,16528
ANAPC10,5402,3266,1544,13603,5377,17655,19654
ANAPC11,9625,507,12371,9306,2974,17488,16939
ANAPC13,9657,11,19057,16793,3426,14430,11555
ANAPC15,3472,8183,18155,8146,8438,15873,13147
ANAPC16,653,3467,7521,19136,4471,15168,17030
ANAPC1P1,17620,784,19407,3610,12976,10078,9085
ANAPC2,16950,2520,4915,2892,14923,14287,14378
ANAPC4,4974,7075,15389,9590,20198,8128,9246
ANAPC5,20465,8306,8414,4602,19299,5538,5378
ANAPC7,18717,2335,8404,959,13215,14611,14310
ANG,2660,7838,4024,13582,602,19453,20182
ANGEL1,5110,4697,3304,17750,2006,14395,17710
ANGEL2,1623,14665,10293,10448,9278,15346,15630
ANGPT1,1255,5461,14041,19363,1160,9314,17057
ANGPT2,1053,16829,11147,20173,5302,6066,10590
ANGPT4,16295,17911,10454,6356,10207,4286,9810
ANGPTL1,2574,1945,6848,13617,1575,20267,19663
ANGPTL2,631,16418,2644,17209,3409,18641,14803
ANGPTL3,7503,6822,12578,12601,17608,4837,11758
ANGPTL4,1346,18306,5359,19590,6806,13173,8201
ANGPTL5,8743,11013,8332,19465,17612,1278,3688
ANGPTL6,12346,15141,6800,8464,20000,81,13366
ANGPTL7,5184,7879,8909,20741,4383,8403,6900
ANHX,13273,10975,7847,12127,19510,2173,7610
ANK1,2771,20661,17567,16308,12477,3784,1694
ANK2,13819,11410,8285,257,6822,15531,17677
ANK3,13865,15590,16428,12452,18736,5747,8
ANKAR,10167,5846,11411,10105,19739,2404,12243
ANKDD1A,14439,14743,16704,13063,17843,3167,175
ANKFN1,3441,8095,5319,6211,3779,19786,20487
ANKFY1,14320,15159,1239,9164,3078,11807,16192
ANKH,18251,11685,19139,9721,16229,1752,761
ANKHD1,2884,8105,7485,9744,1520,19179,20025
ANKHD1-EIF4EBP3,2445,4157,3043,16841,1388,17241,20270
ANKIB1,13077,9475,19905,10074,13876,2552,4703
ANKK1,5771,20379,15303,16169,11942,1108,4554
ANKLE1,11192,9713,7921,8894,7830,13224,13736
ANKLE2,15927,64,15207,6767,12655,12831,13066
ANKMY1,11556,2809,14934,1089,12815,14437,15537
ANKMY2,20365,12300,11890,3891,18589,2668,5222
ANKRA2,9823,17223,7011,11919,20427,1172,6618
ANKRD1,14138,5536,14628,14598,2258,6127,12411
ANKRD10,6319,4333,16808,5506,5263,18124,14950
ANKRD11,11293,19889,18704,3593,15684,5610,2423
ANKRD12,11969,17653,17295,13286,17918,663,1069
ANKRD13A,2285,3847,14620,19626,502,10435,15771
ANKRD13B,17015,12455,20122,1055,12766,6613,5848
ANKRD13C,10467,8093,11175,11564,20702,833,7615
ANKRD13D,17786,13641,19134,4740,16123,2321,3144
ANKRD16,9225,761,19758,16189,6023,9710,8595
ANKRD17,13657,14986,15699,7704,17915,2246,5049
ANKRD18A,13591,13014,11817,4416,20143,3184,8205
ANKRD18B,14449,6911,7791,6369,19107,2879,13552
ANKRD18DP,11459,1040,14019,3873,6902,14043,18364
ANKRD19P,6892,11959,18320,8302,2413,13480,13292
ANKRD2,8719,19095,13973,5318,13972,13448,4420
ANKRD20A11P,7574,17742,13421,10003,13268,2407,12576
ANKRD20A12P,2636,20003,18079,16587,12214,2200,5043
ANKRD20A13P,6732,18740,14545,12011,16401,475,10244
ANKRD20A3,6807,18916,9139,6028,19082,2760,13064
ANKRD20A5P,13632,10371,7033,5734,18342,5872,12092
ANKRD20A7P,14636,7042,4617,7973,11302,13967,12086
ANKRD20A8P,5796,20062,14897,13952,15479,548,7251
ANKRD20A9P,6869,15744,14876,3055,13862,13601,11107
ANKRD22,4445,8851,16410,12148,5326,11329,15251
ANKRD23,13710,10900,20573,5843,14473,4639,2283
ANKRD24,11968,18791,19798,12096,13603,1429,556
ANKRD26,2675,4561,11784,16936,5347,9818,17824
ANKRD27,20307,8079,13102,727,13007,8982,11252
ANKRD28,11401,15265,19176,10160,16087,1268,3983
ANKRD29,7323,75,6413,19402,5125,13916,15050
ANKRD30A,6470,11541,13617,15235,9088,11866,8115
ANKRD30B,14412,14446,15193,12278,14413,2511,3672
ANKRD30BL,19496,11701,12603,6517,19444,2109,3577
ANKRD30BP2,18914,13594,13028,5623,19873,2358,2714
ANKRD31,8324,2573,4428,20522,12241,5901,7538
ANKRD32,9715,14257,8732,12484,14326,10048,6831
ANKRD33,16096,16675,12471,1587,19210,8995,3791
ANKRD33B,11705,19408,12068,11814,20322,660,1083
ANKRD34A,18231,14735,15837,8533,18733,3146,335
ANKRD34B,20007,8975,14312,575,15982,9591,7951
ANKRD34C,8218,19198,10771,17715,3669,4433,7686
ANKRD35,3458,7766,1055,13084,2241,20173,19608
ANKRD36,6652,4091,3108,16998,18075,12300,9335
ANKRD36B,3565,20505,17147,12593,16174,7892,995
ANKRD36BP1,8392,20358,14556,12734,15028,4726,1200
ANKRD36BP2,3199,20529,17277,12796,15459,6312,2209
ANKRD36C,6828,20611,18286,8140,15599,4344,1920
ANKRD37,15104,19526,2146,1354,17628,6045,12970
ANKRD39,19304,11329,10841,1360,19435,6993,6829
ANKRD40,9154,751,4013,15071,2208,17009,17627
ANKRD42,16363,2207,13226,12509,17485,402,11276
ANKRD44,20352,9037,11004,736,13550,12020,9370
ANKRD45,18477,13351,13834,1603,19753,1833,8046
ANKRD46,17909,15214,13274,7723,19715,1577,1929
ANKRD49,7346,18634,3652,16839,8985,6686,10484
ANKRD5,17014,1120,5527,5091,18279,10927,13341
ANKRD50,9370,9584,20149,11175,6886,6643,8149
ANKRD52,15548,15034,7575,7898,12501,8502,8317
ANKRD53,6940,10607,7342,5513,8014,20012,13622
ANKRD54,19831,9235,14072,2467,17969,1096,10637
ANKRD55,10455,19129,13327,7536,20433,1680,3035
ANKRD6,6924,714,8567,15304,10194,5566,20030
ANKRD60,7225,14972,7119,17315,4114,8566,12198
ANKRD62,6783,19118,7980,9270,16972,8863,8143
ANKRD65,11550,6838,16339,18041,7324,4030,5596
ANKRD7,12549,2233,7444,15882,6741,8159,14479
ANKRD9,1000,9996,20185,10796,5929,16723,11254
ANKS1A,8015,12032,20085,18776,8384,1500,1886
ANKS1B,16237,14688,12008,9268,20378,1415,1752
ANKS3,17319,9825,18966,3344,9464,6303,9105
ANKS4B,8880,10038,13906,12072,10470,12058,8473
ANKS6,3684,16395,8320,1970,11034,18474,16052
ANKUB1,5727,4694,5593,13154,5912,7830,20723
ANKZF1,18579,8303,7718,429,16668,12375,12218
ANLN,10644,989,1138,8046,4748,19870,19730
ANO1,3022,13812,16984,19323,10314,3195,6495
ANO10,19267,5014,7193,17834,7457,9998,2204
ANO2,10159,3945,11946,20125,7317,2773,7612
ANO3,19717,17108,16085,4791,13578,4094,2319
ANO4,19550,9258,13235,8790,19677,3360,1237
ANO5,17323,11146,11344,1412,4983,13671,14362
ANO6,5792,13858,2709,17651,1600,11565,15915
ANO7,14612,16910,11224,3511,13660,9932,7650
ANO8,9967,16545,8815,8658,16901,2586,12083
ANO9,19421,3586,15769,12745,7628,5640,6644
ANP32A,6326,18696,4969,17776,4820,13479,6531
ANP32A-IT1,4959,20115,14204,12356,3760,7505,11789
ANP32AP1,1612,11963,12414,19800,357,14718,11353
ANP32B,510,13490,15271,18904,442,15689,12047
ANP32BP1,235,14286,15523,18735,672,15766,12142
ANP32C,2156,6817,11796,18397,745,17033,13679
ANP32D,1657,9906,11331,18978,478,16482,13067
ANP32E,140,11014,7504,17241,2188,18486,16955
ANPEP,4309,11235,14379,19362,1162,13339,7246
ANTXR1,906,15238,4365,17461,410,17260,17316
ANTXR2,5970,11472,168,18918,6624,19743,8370
ANXA1,98,14797,12848,18932,3490,8761,16074
ANXA10,3640,14332,7801,16238,7858,12962,12144
ANXA11,746,8874,5876,18990,1529,16679,16162
ANXA13,5264,3780,8457,20775,5213,6904,9567
ANXA2,1480,3999,10257,18685,311,16270,17482
ANXA2P1,3615,1891,2704,18315,2490,15629,19074
ANXA2P3,2602,2351,6838,19110,881,15110,17728
ANXA2R,3523,10341,18025,20056,5831,6028,5059
ANXA3,1549,14939,11682,20378,3694,10524,7282
ANXA4,754,9241,6217,19865,4763,11262,15845
ANXA5,700,10029,4298,15953,2668,17991,19146
ANXA6,1005,7008,7000,17996,624,18023,17545
ANXA7,4027,5725,503,18921,2641,17341,16372
ANXA8,4588,4640,5956,18618,17178,4945,12261
ANXA9,4070,5356,4602,20394,8677,10212,10495
AOAH,8599,17755,9794,10965,13233,11462,6057
AOC2,16267,6771,17905,7862,19345,3285,2760
AOC3,5272,13599,14322,20400,7517,4082,3047
AOC4,14886,4910,7775,6515,15180,8104,13799
AOX1,5568,7561,6442,20726,9822,6282,6171
AP1AR,19401,12970,15690,899,15503,8610,5803
AP1B1,17019,11015,4101,363,11944,15848,14753
AP1G1,17595,13603,13227,2253,18350,1770,10250
AP1G2,15826,8722,15396,274,18269,12559,8039
AP1M1,20509,5091,12970,3076,13716,7408,9543
AP1M2,14928,18522,15232,10743,8992,4487,3657
AP1S1,20776,3673,7491,4194,15909,8161,8100
AP1S2,11346,9420,19332,17623,143,12881,2656
AP1S3,19380,18513,14558,3894,11251,6841,3079
AP2A1,16228,14455,16974,9385,14815,1491,4165
AP2A2,18070,14695,13870,4118,19019,3941,3385
AP2B1,19767,7610,17058,3594,15635,4140,6521
AP2M1,20572,7622,12236,3499,12884,8142,8088
AP2S1,19221,11567,15745,9470,18312,1707,1346
AP3B1,1443,6159,5444,18051,680,18119,17722
AP3B2,18727,12401,16997,3910,17530,4885,2727
AP3D1,15552,17168,17082,2681,18470,3403,3805
AP3M1,9300,660,6161,14401,1737,18727,16037
AP3M2,11477,7782,16493,17362,17702,90,4689
AP3S1,14574,11245,19543,16766,12200,92,1966
AP3S2,12912,4290,10843,539,9749,16961,16612
AP4B1,19291,9030,1960,2857,18861,12334,9322
AP4E1,9184,12368,17627,3817,9110,13438,11167
AP4M1,19136,3925,13403,781,9320,14473,12942
AP4S1,18329,4089,19117,8975,18114,716,4432
AP5B1,18059,14074,17160,337,16353,9171,5672
AP5M1,4374,1303,10730,19286,663,13179,16227
AP5S1,6778,3250,4308,15408,5359,15999,16041
AP5Z1,19312,2924,6656,3263,10767,14988,12846
APAF1,3827,6892,494,11905,14548,14964,19402
APBA1,16233,2609,14210,8237,19326,5617,6250
APBA2,16619,14896,15669,168,15773,14360,4609
APBA3,6483,17104,14397,2286,4871,20641,9418
APBB1,18690,13698,15522,1098,18015,7792,4183
APBB1IP,138,18384,13260,16977,6873,13641,11603
APBB2,3612,6621,9372,13128,116,17126,20469
APBB3,19351,13138,15601,4476,17825,6819,1073
APC,5146,19768,18713,6072,15359,5509,7160
APC2,12507,19098,19698,4048,14384,6974,1143
APCDD1,260,15182,13330,19618,3007,13161,10728
APCDD1L,11494,16283,19275,4180,11256,12312,3086
APCS,15813,16858,15984,1242,14243,7784,7226
APEH,15152,1468,9493,2358,5057,18113,16606
APEX1,10382,1301,11521,5402,2810,20125,15901
APEX2,2019,8058,4471,16236,795,19885,17163
APH1A,18456,1514,693,9732,9134,14869,15240
APH1B,6908,2943,1109,14952,799,19136,19465
API5,15540,578,12377,11760,9124,9751,13060
APIP,2989,2514,7067,15758,5604,17450,16901
APITD1,15581,1007,13066,12418,9148,5460,13954
APLF,12625,1561,5791,12188,493,14201,19670
APLN,1126,20723,3900,9286,10902,14868,13193
APLNR,2269,14976,14953,20352,3547,6260,6997
APLP1,20314,14213,10770,3538,17011,7650,2964
APLP2,4737,11253,172,20045,6843,12532,13655
APOA1,15592,7757,10113,6419,17279,5906,10175
APOA1BP,8162,1818,5078,12932,378,15533,20673
APOA2,8923,9627,7231,12885,17429,10170,8360
APOA4,10007,16994,19433,3038,6013,16420,4691
APOA5,7339,13715,5181,13666,8451,13419,12485
APOB,12843,10989,2591,18814,14666,3543,5285
APOBEC1,5137,6917,4524,18501,11796,8504,13248
APOBEC2,5054,3325,3276,15590,5876,17892,16116
APOBEC3A,6416,19310,17692,14765,664,8391,8764
APOBEC3B,1800,3699,5483,17266,1836,17116,19248
APOBEC3C,927,7289,5051,16948,2137,17699,18711
APOBEC3D,6388,992,8611,14208,1504,16025,19483
APOBEC3F,1020,4519,6402,19305,2581,15664,16681
APOBEC3G,3207,4264,6512,20244,3491,11907,13706
APOBEC3H,11542,13615,11327,4614,7760,14670,11759
APOBEC4,11186,4730,7873,1169,11711,13977,19486
APOBR,1805,15649,15948,17197,3264,9496,12640
APOC1,870,12213,8161,18227,561,15475,16808
APOC2,867,14436,11527,13622,3733,16160,16177
APOC3,14959,6337,15955,14087,7480,9475,4796
APOC4,11145,12374,10043,7970,1267,15802,13994
APOD,5650,19248,18667,15242,13338,5881,827
APOE,1424,8710,11511,18738,1622,13827,14961
APOF,10067,18190,11329,12814,3993,12615,6770
APOH,3607,17704,6143,19184,2450,10913,10695
APOL1,5233,17623,16631,13847,14160,4798,6243
APOL2,367,14225,12358,19514,1293,13137,13328
APOL3,1292,15263,11048,20368,4842,9769,7914
APOL4,516,6544,9232,17728,2220,17010,17252
APOL5,17267,19117,10100,3643,11491,13459,2688
APOL6,540,14544,11513,20068,5649,10156,10553
APOLD1,8560,8938,6238,19373,14560,1180,9527
APOM,2249,10241,5681,11709,463,20194,19685
APOO,7332,1348,16469,19891,518,13312,8197
APOOL,13798,1541,13674,7539,3955,14308,15021
APOPT1,11861,5565,20413,15230,8449,346,8071
APP,19144,13193,1029,7380,15728,12379,6742
APPBP2,3845,9145,4640,8591,6756,16103,20329
APPL1,3467,20220,16710,15272,17750,5916,377
APPL2,4732,4723,4274,7636,4412,20519,19047
APRT,6831,13368,15293,16021,19,14288,12862
APTX,15887,173,1633,9185,12225,15179,16581
AQP1,3007,4302,3119,18767,2644,11263,20127
AQP10,14671,3211,11307,14550,4244,10403,11372
AQP11,16673,14527,11420,7759,20192,2840,2156
AQP12A,9121,9847,1639,11771,16727,11998,12604
AQP2,10163,18907,16102,6291,13553,9150,4278
AQP3,6205,12760,17350,16969,14005,1804,6596
AQP4,4079,5234,7620,12591,3115,11592,20720
AQP5,5122,15792,8375,1329,4508,19639,18104
AQP6,5443,9069,2605,6928,5383,18650,19986
AQP7,14376,7959,2092,16785,5200,6924,13862
AQP7P1,8714,19942,18726,8088,16338,6436,598
AQP7P2,5682,8500,9917,11358,9949,17853,10996
AQP8,19121,4435,190,14830,7938,10345,14135
AQP9,5892,9782,9504,19492,9020,9939,6001
AQPEP,14258,16691,1290,5442,16223,9697,11749
AQR,1111,13199,3710,15154,1962,17985,18614
AR,619,12691,8316,14563,2526,16367,18868
ARAF,4015,7613,580,12175,3384,20398,19517
ARAP1,1112,6281,8759,18430,2232,15974,16150
ARAP2,9840,4092,1969,6820,3466,17748,20451
ARAP3,1503,11487,5699,12273,1004,20073,18893
ARC,6312,19432,16336,1382,15235,18008,3640
ARCN1,18317,2601,2533,7809,18931,9069,11196
AREG,16603,19152,7910,6250,19924,1790,3592
ARF1,18617,6710,8647,8192,16896,5220,8171
ARF3,19196,15632,12293,5320,19648,1920,2755
ARF4,20176,8582,2382,9154,18533,5473,7154
ARF5,20661,3228,11189,11240,17541,1002,6347
ARF6,12528,188,16198,11600,404,16363,15446
ARFGAP1,19516,14091,11433,3936,18681,4586,3929
ARFGAP2,19791,9863,5821,696,17243,9928,11898
ARFGAP3,19408,5194,16076,4359,18461,4288,5654
ARFGEF1,20012,4102,13694,7005,11466,7652,8175
ARFGEF2,5640,2550,4880,16456,3876,14505,17855
ARFIP1,1351,10873,4023,19336,1201,15621,15803
ARFIP2,20331,8987,4904,1198,17597,10261,10576
ARFRP1,20381,261,4917,6790,14687,12683,12196
ARG1,8834,19741,7923,10627,20667,3368,1461
ARG2,14455,17819,17364,9993,18606,2536,157
ARGLU1,5684,19850,11673,9869,11263,11113,7946
ARHGAP1,10528,15342,19950,10513,12681,1286,5526
ARHGAP10,4084,8750,15171,20422,1112,3949,11421
ARHGAP11A,238,13799,15783,18649,538,15917,12591
ARHGAP11B,451,12421,13594,18760,237,16215,14301
ARHGAP12,2120,3690,3361,15808,4563,17351,19954
ARHGAP15,17478,10888,11880,14653,17312,2598,1208
ARHGAP17,2276,7083,2870,16949,757,18197,19139
ARHGAP18,295,17588,15229,17438,446,16148,12501
ARHGAP19,1956,3846,4560,14759,2269,18787,20345
ARHGAP20,16372,17922,11638,13092,18867,476,986
ARHGAP21,8261,15099,16978,2455,5621,17517,10893
ARHGAP22,5028,7043,16896,20259,5826,4084,6798
ARHGAP23,17271,9387,19120,14010,12916,1791,1128
ARHGAP24,2009,3242,9810,20223,4285,8631,15434
ARHGAP25,368,15909,8566,19259,8164,10666,12369
ARHGAP26,5046,19405,6242,18115,19336,984,4548
ARHGAP27,15730,14820,15068,13887,11041,2584,3253
ARHGAP28,4259,5682,15168,20287,368,11404,9688
ARHGAP29,2299,10079,12567,20612,3730,8806,8257
ARHGAP30,2291,15717,6280,17723,5932,12622,13334
ARHGAP31,1422,15899,4057,18216,3066,15331,14360
ARHGAP32,19542,11774,13101,4461,18324,3259,5117
ARHGAP33,14464,17207,20221,5610,14593,2669,1326
ARHGAP35,13956,14007,19960,4895,16001,3553,3145
ARHGAP36,1948,7754,8042,11218,4349,16092,20521
ARHGAP39,11524,19809,16748,9829,17891,1345,1259
ARHGAP4,2736,6438,19475,18523,877,11877,10647
ARHGAP42,7723,20634,18833,7537,12732,6930,1236
ARHGAP44,14448,19131,11822,8168,20355,1033,1353
ARHGAP5,3144,786,4320,14287,14432,13876,19422
ARHGAP5-AS1,13771,8479,205,2684,15219,15519,17466
ARHGAP6,2567,3371,5645,16089,10030,14904,16931
ARHGAP8,17845,4502,16885,12100,12614,1890,7355
ARHGAP9,2283,10657,8235,19695,4133,10601,13131
ARHGDIA,20335,6931,10228,3267,13664,11590,7486
ARHGDIB,985,18427,14215,18768,2508,11077,9715
ARHGDIG,15895,17109,15791,11354,18804,1593,216
ARHGEF1,5026,8732,507,13304,2257,19218,19601
ARHGEF10,10070,16736,12714,14606,7579,4117,9026
ARHGEF10L,12239,14521,2460,275,13008,16499,16452
ARHGEF11,18994,14832,7657,1093,18412,10911,5946
ARHGEF12,16466,10914,17838,7073,20033,1552,1918
ARHGEF15,7736,17072,14555,14348,10976,6533,5993
ARHGEF16,4042,6345,6599,16704,376,19472,15227
ARHGEF17,11408,4596,1128,12046,19133,5377,15362
ARHGEF18,16769,7183,18603,5188,14058,7061,5561
ARHGEF19,2613,9100,1557,11546,3368,20159,19944
ARHGEF2,14756,3053,11788,2172,7051,18029,13922
ARHGEF25,20026,8838,8189,8448,11719,14101,2716
ARHGEF26,7028,17559,834,11408,1052,17737,16623
ARHGEF3,20315,15801,14258,6560,10605,7194,2025
ARHGEF33,15462,15197,17207,8861,19859,271,2076
ARHGEF35,2858,8316,17325,20166,949,10475,8320
ARHGEF37,6414,15361,14003,19616,14318,959,2669
ARHGEF38,17843,11633,16091,10679,10713,6563,2793
ARHGEF4,15873,15121,17680,7007,19806,783,1780
ARHGEF40,1631,6202,4726,16634,1313,17602,19502
ARHGEF5,445,8296,15141,18073,328,17392,15002
ARHGEF6,1784,11193,5160,10184,1739,20357,19390
ARHGEF7,6354,17446,16976,17538,11445,614,6313
ARHGEF9,17584,10749,16164,1979,19605,8201,3023
ARID1A,12349,19160,9612,3087,7291,10984,12646
ARID1B,8650,14271,7824,17051,12931,2484,9946
ARID2,1226,10268,8407,11450,3598,19360,18004
ARID3A,5776,13505,7497,20284,5007,5933,8141
ARID3B,11828,4704,18965,14497,5257,8393,7365
ARID3C,7950,20070,13774,5848,15360,2815,10444
ARID4A,18281,7239,11584,2157,20043,5569,8327
ARID4B,3863,16960,9413,4822,6248,17837,15675
ARID5A,583,19071,9949,13703,1111,16681,15928
ARID5B,11546,2599,4299,18748,71,12718,15892
ARIH1,14683,13103,12504,9799,16412,1055,8804
ARIH2,13337,11375,12265,1891,19774,7727,9419
ARL1,1688,2779,1720,18524,8090,15449,18244
ARL10,20398,3509,10716,4764,17016,5692,9066
ARL11,1207,16837,7627,18797,7758,10956,11508
ARL13A,9231,1425,9798,19458,8321,10538,7813
ARL13B,4384,5456,7848,10884,963,15881,20670
ARL14,12641,15354,4837,11658,10781,8606,10487
ARL15,20583,10365,11530,7757,4411,12297,5572
ARL16,15519,13590,17261,15329,15955,298,1066
ARL17A,10096,15967,9547,3387,20767,4262,6373
ARL17B,10575,3127,969,16765,20604,6237,7814
ARL2,18249,13191,9793,8315,20299,1343,3342
ARL2BP,8718,12071,2130,17152,1608,11337,15512
ARL3,17075,11122,17856,4430,19933,505,5428
ARL4A,7330,10250,17241,19995,3815,2133,6519
